6,2,25.881,5
2,9,32.74,8
5,8,21.967,14
7,1,32.14,16
8,9,14.525,16
5,9,24.951,19
1,9,21.521,20
3,1,16.077,23
3,5,18.716,24
8,7,14.495,34
8,4,20.772,41
10,5,38.529,43
5,9,33.982,44
3,9,31.241,59
3,9,32.98,61
2,4,22.956,65
10,3,28.529,65
1,8,22.485,68
8,2,24.81,73
5,6,14.29,85
7,5,14.053,97
5,2,14.435,103
2,6,30.564,118
3,10,29.779,129
8,10,14.431,131
10,7,28.99,131
8,1,30.277,140
9,6,24.662,142
1,5,22.738,156
1,9,22.316,158
5,1,28.936,161
2,10,25.942,165
7,9,23.577,169
10,4,21.125,170
4,8,24.921,183
4,1,19.117,184
7,3,23.271,188
10,8,18.053,195
4,8,21.428,198
