25
-1,6,-1,-1,-1,5,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,2,-1,-1,12,14,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,-1,-1,-1,-1,14,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,10,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,12,-1,-1,-1,-1,6,-1,-1,-1,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,14,14,-1,-1,6,-1,-1,-1,-1,11,14,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,9,9,10,-1,-1,-1,-1,-1,-1,-1,3,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,8,6,7,-1,-1,-1,-1,3,-1,-1,7,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,6,-1,-1,-1,3,-1,-1,-1,-1,13,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,11,-1,-1,-1,-1,2,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,14,3,-1,-1,2,-1,6,-1,-1,9,5,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,-1,7,-1,-1,6,-1,4,-1,-1,9,-1,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,11,-1,13,-1,-1,4,-1,-1,-1,-1,13,-1,10,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,13,11,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,-1,3,9,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,5,9,-1,-1,-1,-1,5,-1,-1,10,-1,9,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,13,-1,-1,5,-1,2,-1,-1,14,-1,10,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,13,-1,-1,2,-1,3,-1,-1,11,-1,14
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,-1,-1,-1,3,-1,-1,-1,-1,10,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,10,-1,-1,-1,-1,5,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,14,-1,-1,5,-1,3,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,11,-1,-1,3,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,10,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1
0.003,0.012,0.0012,0.009,0.0012,0.012,0.006,0.0018,0.0012,0.0048,0.018,0.0048,0.003,0.0018,0.0018,0.0048,0.0012,0.012,0.0012,0.018,0.018,0.012,0.009,0.009,0.009
2
3,16,17
