110,57,76.161,2
77,139,36.071,5
142,69,56.549,7
171,138,54.742,8
224,122,161.44,10
86,43,46.293,13
42,212,199.15,14
132,3,126.8,14
104,136,113.07,16
112,223,123.45,26
179,84,85.82,31
214,127,73.957,32
209,208,12.932,33
71,122,63.234,36
216,164,89.461,48
45,82,69.56,49
180,70,67.149,50
165,171,52.123,54
224,211,85.674,58
5,57,70.112,60
139,186,44.149,63
11,76,84.474,65
174,80,101.03,73
182,41,97.719,77
96,175,63.434,83
224,164,39.561,85
76,192,84.408,95
201,190,45.065,101
209,123,139.42,103
204,144,29.527,104
37,35,15.234,112
90,20,77.907,115
218,73,120.23,119
209,10,194.22,120
90,136,118.34,121
74,202,156.71,129
21,25,30.943,133
77,45,110.29,135
174,186,34.435,137
191,181,78.4,137
160,6,116.6,141
145,170,33.436,142
58,160,64.059,144
195,137,101.92,144
187,7,155.68,145
188,30,135.88,146
81,133,88.789,152
130,119,36.119,155
51,153,64.227,157
192,161,18.735,157
192,215,74.627,163
174,40,82.343,164
45,63,103.95,169
79,129,53.027,170
145,12,111.3,175
149,209,39.53,175
191,120,76.884,180
150,120,20.642,192
136,86,104.26,195
105,59,35.19,199
185,39,82.427,207
210,91,135.03,214
64,76,28.056,226
178,113,92.535,238
30,35,67.276,244
42,76,59.839,245
210,74,103.89,248
5,87,72.233,252
68,187,88.732,262
152,65,88.331,264
193,86,62.696,264
45,172,112.98,278
201,51,98.651,284
36,11,36.362,289
192,17,124.06,294
168,55,119.98,295
75,16,127.01,298
117,208,77.01,298
4,49,65.461,300
45,3,98.512,300
130,16,136.65,301
170,71,69.179,307
48,209,137.32,308
186,62,83.195,308
193,180,16.665,313
132,217,72.829,319
182,6,113.85,320
225,38,188.69,322
109,64,37.97,324
66,17,53.966,326
204,13,179.31,332
7,104,104.28,334
130,191,45.335,335
213,203,23.179,335
185,54,133.2,337
64,63,14.609,338
78,126,45.749,349
102,170,76.951,353
105,130,40.851,361
157,124,24.062,367
167,214,48.033,370
45,52,71.564,371
89,219,113.53,387
167,178,84.299,392
209,80,159.11,397
192,19,149.61,405
195,59,64.269,410
34,31,17.414,411
80,77,24.809,420
71,172,65.875,421
132,19,98.546,429
214,176,75.515,429
121,81,45.596,434
186,31,97.683,434
58,150,52.278,435
124,31,65.698,440
53,18,60.145,441
182,110,58.146,448
12,205,161.64,451
130,5,90.923,451
156,29,87.165,454
214,70,95.827,455
45,113,81.309,457
182,108,69.751,462
70,180,81.415,470
10,54,30.948,473
74,47,69.559,475
191,162,28.225,479
74,223,96.186,482
9,138,140.63,484
5,196,181.98,489
223,109,99.624,491
10,129,82.796,494
149,210,60.703,495
187,79,60.92,496
169,64,89.089,500
