268,183,82.877,2
12,251,147.06,12
53,64,37.131,12
40,49,60.792,14
275,15,201.19,14
229,181,90.294,15
305,83,146.65,22
83,170,55.332,23
9,107,98.605,24
48,230,115.56,24
27,249,111.14,27
45,166,102.55,27
48,41,50.779,29
289,16,261.93,41
217,20,132.48,42
321,208,87.894,43
98,23,41.899,44
217,20,91.021,44
106,72,30.962,59
280,119,79.859,59
55,33,76.808,67
110,262,81.407,73
182,41,65.395,74
83,32,35.387,80
156,253,132.51,84
9,5,21.038,85
41,6,23.326,88
138,82,27.588,88
260,81,80.13,88
90,114,82.192,89
280,302,35.31,89
58,41,16.916,90
138,70,70.861,90
247,215,42.06,92
266,138,106.28,92
117,127,65.965,94
45,51,44.19,100
89,102,30.288,102
236,209,63.971,102
39,278,133.03,106
241,75,154.43,109
140,234,67.541,110
47,114,60.665,111
251,264,35.543,111
78,82,30.551,121
41,58,14.504,125
256,73,116.54,126
266,76,95.407,130
306,216,50.04,131
14,213,101.77,132
39,74,18.52,132
107,43,89.964,133
12,120,90.638,146
311,40,162.89,161
160,72,59.515,162
55,61,26.562,163
72,190,96.231,165
130,211,83.949,165
39,307,213.68,166
264,184,74.273,168
52,114,99.528,171
263,215,59.649,178
78,319,189.39,180
181,319,92.703,186
221,306,93.732,192
118,205,71.663,193
20,270,137.52,194
264,86,99.184,199
310,121,177.73,205
16,182,183.13,208
256,197,121.44,216
131,243,79.609,220
289,106,159.39,221
270,6,186.39,223
136,239,61.145,225
235,173,82.23,227
103,118,21.622,229
142,309,104.83,232
145,34,100.09,234
198,94,109.86,236
21,119,67.338,238
39,145,77.601,239
89,121,28.611,249
128,283,157.33,250
80,116,27.489,256
210,286,43.529,259
23,211,152.58,263
251,195,31.128,266
180,172,58.814,271
230,260,45.432,271
89,68,27.026,272
70,67,18.72,277
168,306,135.6,277
26,83,26.392,278
103,57,62.732,279
14,211,87.23,280
139,250,62.238,283
165,64,89.22,284
210,32,131.54,285
231,233,16.357,285
230,219,80.579,288
268,208,65.625,288
208,238,54.14,296
198,73,86.494,297
37,209,119.84,302
141,112,83.068,303
90,193,65.466,306
224,12,166.78,307
7,22,24.467,309
280,40,173.02,310
63,109,46.298,316
64,282,161.11,317
173,205,51.828,317
115,194,61.424,318
220,251,87.089,318
176,136,31.109,321
19,280,172.54,322
311,276,19.996,325
158,251,56.647,326
156,3,72.849,334
190,302,77.816,337
100,278,115.47,339
313,16,159.04,340
288,203,79.303,343
27,160,99.982,346
134,311,89.627,346
241,198,50.731,352
190,6,80.229,357
226,2,133.86,357
192,179,41.081,358
217,175,89.065,367
307,188,124.36,372
192,84,98.646,373
322,51,124.39,373
83,283,158.21,375
90,96,85.927,377
134,252,90.635,380
89,92,105.83,381
21,119,55.142,382
180,18,124.4,384
230,76,108.23,388
299,210,58.589,399
167,221,41.206,402
106,228,88.894,403
223,107,118.36,403
171,127,60.685,406
317,130,120.84,409
203,184,16.706,410
254,260,42.221,411
72,182,97.075,412
217,103,103.94,414
156,8,82.239,417
302,34,124.6,423
259,158,108.29,425
269,128,112.36,425
222,132,60.841,429
43,15,75.948,437
216,181,135.86,438
305,219,126.23,440
221,274,39.879,445
316,141,118.16,445
37,318,241.34,446
128,17,90.944,449
190,41,92.563,453
289,93,127.97,459
28,220,147.24,463
195,240,59.855,463
312,176,124.56,464
171,316,69.324,471
26,185,70.335,473
16,142,65.241,474
286,46,142.9,474
84,73,73.31,476
65,306,120.54,478
179,124,35.367,483
193,270,42.689,487
248,40,111.78,489
259,54,202.54,491
48,205,84.952,495
291,203,67.027,500
