130,234,131.09,1
263,53,172.02,3
67,225,124.23,7
145,194,103.19,7
82,313,117.37,10
136,134,16.131,11
95,13,90.127,13
263,158,80.866,16
217,266,81.531,17
109,177,80.358,19
72,32,36.072,21
264,215,48.196,22
181,75,69.574,24
84,206,108.2,27
84,62,29.001,28
99,109,42.74,28
230,314,57.665,32
78,146,41.738,38
190,21,116.77,39
182,171,59.533,41
209,282,54.263,41
15,84,52.362,44
311,23,161.06,45
123,170,61.002,46
156,139,14.941,47
305,159,60.728,55
306,109,133.76,57
166,145,29.027,60
183,126,79.938,63
194,195,8.0084,65
221,214,90.41,67
236,218,16.682,67
161,263,109.58,81
17,14,23.653,84
245,280,36.732,84
15,320,160.41,85
78,299,153.57,88
45,151,79.55,90
307,17,228.41,92
83,48,25.268,93
98,54,81.345,93
178,19,84.253,93
156,242,84.827,96
232,169,83.57,96
224,78,113.69,99
224,181,60.536,100
90,269,85.942,101
72,303,145.43,105
176,58,102.34,107
143,270,61.429,108
302,260,47.266,109
263,81,148.62,118
171,168,28.41,119
157,115,42.633,120
278,306,76.755,123
24,281,190.2,125
89,323,124.64,130
290,22,122.46,133
39,185,117.03,139
238,202,31.207,139
143,264,108.42,140
207,193,34.362,154
107,77,61.952,155
224,136,55.699,155
268,113,126.37,156
167,228,67.909,157
224,236,60.003,158
48,203,79.224,162
211,129,107.31,172
313,210,93.758,173
321,264,45.5,174
205,86,70.014,179
268,309,100.22,179
300,292,48.039,181
176,237,69.819,184
107,1,112.9,185
256,48,115.77,185
161,318,74.43,189
243,40,160.26,190
259,112,74.973,192
290,136,139.42,193
308,247,83.809,195
89,67,28.721,203
18,178,72.392,210
307,155,92.506,211
84,230,90.78,213
254,17,123.9,213
70,168,74.829,215
143,254,121.68,219
230,6,128.55,222
79,75,24.154,225
7,212,104.56,227
131,205,39.934,229
181,182,12.577,229
75,277,101.94,230
53,207,104.64,233
117,55,77.402,234
219,42,130.57,235
300,28,125.07,239
293,80,119.72,241
235,199,35.21,245
67,32,25.057,246
38,274,161.79,247
217,283,113.23,252
258,312,24.229,252
269,157,50.733,252
34,176,103.95,254
11,259,214.19,255
255,189,72.476,257
300,96,125.49,262
153,135,14.864,263
240,125,109.55,263
51,49,15.452,265
139,45,58.03,268
184,309,70.755,269
237,84,114.43,273
32,178,74.05,274
142,80,76.157,274
309,233,79.13,284
82,265,108.83,286
207,33,115.88,292
203,78,66.684,293
323,74,198.53,296
9,178,98.146,297
232,297,81.476,302
27,145,103.31,308
32,210,126.05,309
59,261,121.22,310
107,47,56.591,310
285,87,118.28,315
163,81,87.213,316
275,287,81.584,317
167,44,106.91,319
290,21,128.3,326
90,104,39.946,330
305,75,158.11,331
215,315,60.56,332
232,46,138,332
279,10,175.09,335
235,179,90.903,336
150,200,34.746,337
88,96,70.612,345
181,136,50.499,352
190,262,44.101,354
3,50,87.901,358
198,189,64.548,361
118,266,104.38,362
222,221,10.771,363
90,267,71.798,366
314,84,179.44,366
30,188,111.33,367
72,45,71.662,368
56,201,67.946,370
192,222,53.329,376
232,210,45.887,377
48,36,35.659,381
118,137,17.121,382
308,23,178.74,382
231,244,38.789,383
309,290,22.063,385
290,16,145.33,386
145,124,95.869,389
11,251,168.34,390
90,26,71.361,390
106,81,52.229,393
284,138,118.77,394
192,53,68.529,396
161,29,91.757,397
251,214,19.635,399
128,220,72.646,400
125,50,49.703,401
72,172,103.42,404
45,298,185.71,406
171,121,62.453,410
198,227,60.152,411
94,26,39.939,419
58,103,55.781,420
234,261,80.538,421
275,213,95.142,422
84,205,89.693,424
159,282,76.094,426
190,263,38.436,426
223,106,102.75,427
129,258,68.202,428
141,129,56.058,433
87,93,90.68,439
103,310,148.52,439
90,286,92.4,448
301,47,165.8,453
98,287,133.91,454
63,87,44.02,455
189,243,29.538,456
278,31,140.44,457
29,183,137.3,460
54,112,104.14,465
199,210,64.007,465
100,104,25.818,469
82,134,45.87,472
103,54,46.791,473
275,195,106.02,473
72,143,46.004,474
192,196,23.956,474
270,251,17.505,477
275,154,99.16,477
161,115,72.865,485
114,263,96.118,490
117,169,36.244,490
235,128,94.294,490
24,246,137.43,499
125,261,78.454,499
