254,157,94.532,2
296,125,150.02,3
126,51,39.997,6
190,149,34.727,11
312,99,165.12,17
213,160,34.005,21
21,80,36.121,22
241,69,96.023,27
114,33,85.609,41
215,310,95.498,45
277,4,143.51,52
260,302,54.928,56
54,246,84.359,59
4,280,179.05,69
84,222,139.49,69
249,222,68.144,69
102,312,155.66,71
39,5,28.896,76
229,25,110.78,77
275,1,171.92,77
282,181,122.06,78
181,257,47.211,84
34,309,192.09,85
251,13,146.25,85
6,264,176.73,90
244,145,106.42,90
280,264,29.955,91
67,215,70.8,98
75,148,69.316,99
89,289,222.8,101
222,50,132.71,102
127,196,104,104
163,20,65.866,105
286,217,132.8,105
45,280,172.49,106
264,96,147.79,106
119,111,36.272,109
57,94,32.853,117
247,13,126.06,117
21,102,71.961,118
251,105,65.373,122
235,62,119.85,127
309,260,59.531,130
27,247,163.21,135
124,317,85.646,136
184,244,60.049,137
280,246,33.596,141
142,50,66.903,142
217,50,158,144
146,199,35.289,146
90,123,34.544,147
89,59,54.148,149
32,13,15.729,155
16,156,82.2,165
209,3,115.2,167
142,171,75.241,169
102,286,82.695,171
85,160,50.457,178
48,100,41.323,179
153,161,72.827,184
134,221,65.285,186
265,21,158.54,186
118,189,37.188,188
180,81,113.94,193
167,264,75.788,194
61,128,42.028,195
64,17,43.308,195
4,15,49.961,197
102,180,50.065,200
131,214,98.265,203
102,112,38.752,204
103,163,107.31,204
183,285,117.67,206
69,146,125.33,213
249,201,75.934,216
134,165,38.075,217
62,252,118.5,219
72,130,112.58,220
312,19,139.94,220
55,237,107.61,222
27,276,134.95,226
125,145,70.945,234
178,141,31.113,236
117,95,40.981,238
27,107,94.619,240
89,311,123.76,249
176,98,75.625,250
231,150,103.83,253
156,291,140.87,258
95,2,58.974,260
229,214,29.659,262
190,21,95.02,264
7,59,40.302,265
16,8,38.005,265
252,217,69.287,269
260,190,49.445,269
140,272,100.02,274
55,62,46.588,277
171,300,92.451,277
125,186,92.393,280
143,9,109.82,280
275,308,40.63,282
190,41,117.85,299
89,132,82.182,300
53,320,131.39,302
230,117,79.274,302
299,69,105.49,303
83,22,59.446,304
305,13,106.56,308
260,114,138.17,312
88,168,111.2,314
1,301,195.45,317
225,173,49.416,317
19,211,124.38,318
72,234,62.066,322
38,82,36.865,325
52,228,124.85,325
27,76,50.719,330
32,291,126.3,333
39,195,154.71,345
314,95,134.6,345
322,63,101.55,350
227,234,31.302,351
123,20,89.371,352
78,100,33.982,353
169,59,58.996,353
111,320,163.26,354
219,260,40.275,354
87,101,28.914,356
298,124,82.393,358
218,118,100.17,359
233,197,25.193,360
220,159,89.746,361
126,151,67.103,363
263,255,56.316,365
139,68,63.646,367
277,166,82.927,369
55,276,114.53,371
282,188,87.897,381
70,234,66.039,383
284,28,169.99,383
126,324,110.08,386
65,47,14.909,387
128,130,18.842,389
254,132,104.31,389
282,85,151.57,390
116,299,98.322,395
162,306,77.335,395
215,288,36.993,395
184,241,36.932,397
79,94,31.725,399
245,9,176.98,401
57,92,32.835,405
290,156,126.89,405
103,303,115.51,410
290,167,79.046,423
36,117,81.963,426
161,226,53.756,426
309,76,144.98,431
235,68,142.88,434
20,290,124.54,439
259,28,200.38,439
177,122,49.513,441
34,251,103.05,446
40,1,25.924,446
146,188,47.364,447
139,156,13.162,449
314,138,99.07,450
78,155,72.572,453
125,303,64.714,455
65,168,93.606,457
98,241,78.969,457
1,201,112.12,462
5,265,127.37,464
260,289,66.496,466
167,221,47.145,469
20,314,173.06,471
125,93,67.03,473
165,313,71.586,474
130,14,97.834,479
139,76,86.795,479
279,47,114.9,482
11,127,113.18,484
55,141,111.96,484
123,59,83.71,487
54,161,72.685,490
173,315,72.273,490
47,298,172.32,492
143,128,117.84,494
260,144,96.208,496
78,81,16.633,498
229,84,132.46,498
254,238,24.435,499
167,266,77.51,500
