209,121,83.463,3
90,117,25.225,12
216,218,15.382,15
64,36,50.509,17
215,221,55.898,23
131,103,36.784,26
24,183,90.1,34
131,120,38.954,36
129,100,49.575,38
201,89,124.21,41
171,184,25.856,43
31,153,87.632,48
37,205,105.94,48
25,94,83.006,53
48,90,65.936,56
103,121,59.63,60
11,42,42.583,61
130,92,77.449,69
183,187,28.217,69
201,67,89.108,76
46,205,103.64,81
25,7,38.44,84
12,189,130.6,96
224,184,102.8,103
80,143,53.196,105
142,77,55.87,108
71,208,125.93,109
224,163,48.901,113
84,138,78.805,124
187,31,129.61,127
184,103,80.564,131
45,220,172.3,132
179,197,112.77,132
103,146,53.829,137
45,163,107,138
185,53,97.654,138
82,9,77.075,142
137,184,49.908,145
55,187,97.02,148
49,9,69.885,149
149,201,80.295,150
209,212,89.334,172
162,72,86.695,173
33,74,58.984,174
88,155,70.058,174
90,103,17.41,178
15,223,140.92,181
58,56,12.588,186
160,9,88.205,187
192,183,46.539,204
5,89,94.691,206
161,70,72.133,206
142,212,54.483,209
188,21,91.362,217
27,77,96.248,221
85,11,81.548,224
158,171,28.768,227
209,173,63.639,235
120,130,41.076,240
149,90,58.706,243
129,34,123.21,245
188,145,43.831,249
42,138,80.951,251
156,204,41.543,259
216,174,62.302,280
171,103,101.22,281
84,127,57.857,285
131,110,56.73,294
27,95,67.846,304
168,177,80.202,306
11,47,60.934,309
174,214,55.601,314
182,125,60.789,314
186,130,69.029,317
159,177,31.927,324
66,181,103.85,340
68,40,30.709,341
197,98,71,341
187,156,39.043,347
5,151,171.23,348
11,70,79.23,354
171,93,62.26,359
208,194,19.561,359
131,158,30.243,360
203,9,183.77,364
144,35,103.87,368
174,52,116.38,370
77,178,84.865,373
110,91,20.658,376
135,31,151.45,379
44,138,95.443,386
44,103,50.11,391
49,47,12.628,391
112,185,78.372,396
32,1,36.357,397
65,56,48.787,408
214,65,99.682,411
162,153,46.523,416
5,33,27.887,417
144,22,107.08,419
138,53,97.224,431
5,122,77.619,433
29,44,14.063,442
112,19,100.4,443
168,142,25.507,443
195,89,52.622,444
5,85,61.074,454
214,196,41.244,461
138,165,107.95,464
129,168,68.209,479
209,59,134.41,481
126,90,68.677,487
187,75,88.672,492
204,183,39.292,492
74,56,24.656,494
112,105,69.524,497
81,69,45.162,499
