20,13,19.375,8
21,12,26.645,8
20,22,33.719,10
5,15,23.293,15
21,12,24.487,24
17,21,19.09,26
6,14,23.537,41
11,14,27.533,42
25,6,47.434,44
13,4,24.469,47
11,20,27.434,52
6,7,13.472,55
6,18,24.379,58
22,11,33.482,59
22,21,13.617,62
12,3,26.75,74
20,6,28.388,91
15,18,26.599,92
6,4,31.013,94
18,2,27.048,101
7,23,43.16,109
18,8,14.459,110
20,7,30.131,111
11,15,42.696,112
11,6,20.365,113
6,3,19.27,122
1,13,20.697,123
11,7,18.61,137
4,10,18.923,143
2,8,18.517,147
7,3,30.497,152
21,20,25.051,154
25,23,42.942,160
6,17,25.325,166
21,14,28.736,176
12,9,21.791,182
6,18,18.436,183
20,18,14.493,184
21,7,36.846,188
18,15,26.53,204
18,16,31.712,211
22,16,14.592,217
21,13,23.904,221
21,23,14.771,224
4,11,31.214,225
24,6,35.824,241
2,3,7.8988,243
18,21,20.644,250
2,16,46.23,253
21,14,31.632,258
16,17,22.607,261
24,5,60.279,262
12,16,17.36,278
21,20,34.702,283
21,15,60.664,284
18,13,18.502,288
25,17,27.115,293
20,23,22.753,295
11,4,31.301,297
1,24,54.502,302
24,2,33.816,302
20,15,21.03,310
15,4,20.066,311
18,24,17.734,328
23,18,21.227,329
21,14,32.326,335
16,6,30.46,338
21,6,38.28,340
22,5,72.118,340
17,25,29.056,342
10,17,31.596,348
17,3,26.154,349
22,1,34.63,358
15,9,15.515,360
2,6,19.262,365
23,15,34.417,368
2,16,40.828,383
12,21,24.292,390
18,8,15.041,401
2,23,43.118,403
12,23,24.073,409
11,23,33.183,413
4,14,35.004,416
22,25,37.758,416
23,18,23.934,433
4,20,34.505,437
16,6,30.557,441
20,24,20.033,442
4,17,29.499,445
21,25,57.928,447
21,1,48.079,452
25,21,61.446,456
20,7,27.452,457
11,10,27.447,464
21,9,33.017,464
19,20,8.389,474
6,8,21.007,475
7,25,48.995,475
21,11,26.222,479
21,10,37.199,486
25,9,47.763,486
11,21,23.702,493
