4,8,23.249,3
23,3,39.226,4
6,7,11.725,8
21,16,10.722,10
24,20,21.229,13
21,23,19.468,14
20,17,18.814,16
25,18,29.258,18
18,11,15.887,25
13,16,29.783,26
12,5,40.606,29
14,7,20.396,29
15,20,18.286,35
2,7,26.905,45
5,8,43.961,51
21,13,30.43,61
2,1,13.773,71
20,23,21.516,83
8,9,29.559,91
4,11,26.048,95
21,22,10.041,102
18,6,20.699,117
25,21,61.115,124
5,3,25.976,129
21,7,29.687,137
23,14,43.792,138
16,22,15.997,142
21,20,36.636,143
20,24,17.564,148
23,2,44.484,148
23,11,36.905,152
11,17,13.318,162
24,17,31.603,162
18,12,14.376,176
24,2,56.883,179
18,8,17.884,184
8,15,32.167,186
20,5,47.356,186
11,12,8.0158,195
20,11,27.68,196
20,5,30.79,212
6,23,39.18,215
6,7,13.582,219
4,14,24.924,244
20,13,19.268,255
10,7,30.79,259
22,5,43.014,260
11,20,24.653,263
21,11,20.886,269
25,24,34.342,272
20,12,23.789,275
22,17,23.197,278
20,14,20.414,281
16,19,26.112,283
24,21,30.113,286
10,21,35.907,307
7,9,25.361,314
20,19,9.4002,315
2,14,36.351,322
2,8,14.55,323
8,5,37.762,323
18,5,41.117,323
24,13,31.05,323
23,10,46.359,327
11,1,25.847,339
24,19,25.43,345
13,8,18.056,348
20,23,26.434,354
2,20,37.658,356
2,13,28.085,360
24,13,28.731,380
24,1,40.7,390
20,5,42.578,407
16,20,36.505,412
6,22,40.3,413
16,5,55.468,414
22,18,21.737,421
25,1,62.379,427
16,24,43.091,428
24,15,30.902,429
1,11,22.298,430
2,16,37.764,431
7,17,30.753,434
8,23,24.744,439
20,23,27.292,441
2,5,33.762,447
10,3,16.945,455
11,18,16.151,455
23,9,49.063,457
2,24,55.256,462
11,17,12.207,465
23,11,29.293,469
21,7,40.603,477
21,25,46.416,486
25,16,59.521,492
11,9,27.457,496
